0.00097656,54.637
0.0019531,54.822
0.0029297,54.351
0.0039062,55.241
0.0048828,54.172
0.0058594,55.319
0.0068359,55.253
0.0078125,56.394
0.0087891,54.164
0.0097656,54.959
0.010742,54.016
0.011719,54.562
0.012695,56.165
0.013672,54.418
0.014648,55.494
0.015625,55.062
0.016602,54.276
0.017578,55.395
0.018555,54.951
0.019531,54.879
0.020508,55.341
0.021484,54.898
0.022461,54.385
0.023438,54.752
0.024414,54.097
0.025391,55.535
0.026367,54.605
0.027344,54.993
0.02832,54.512
0.029297,55.171
0.030273,54.249
0.03125,54.99
0.032227,55.24
0.033203,54.605
0.03418,54.734
0.035156,54.907
0.036133,55.579
0.037109,55.591
0.038086,55.748
0.039062,53.56
0.040039,54.828
0.041016,54.405
0.041992,55.112
0.042969,54.691
0.043945,54.599
0.044922,54.085
0.045898,54.65
0.046875,55.34
0.047852,55.347
0.048828,54.552
0.049805,53.735
0.050781,54.789
0.051758,55.267
0.052734,55.367
0.053711,55.317
0.054688,54.909
0.055664,54.827
0.056641,55.646
0.057617,54.588
0.058594,54.347
0.05957,54.434
0.060547,55.039
0.061523,55.428
0.0625,54.83
0.063477,55.6
0.064453,55.13
0.06543,53.464
0.066406,54.706
0.067383,54.809
0.068359,55.074
0.069336,55.682
0.070312,55.363
0.071289,54.453
0.072266,55.377
0.073242,54.548
0.074219,54.41
0.075195,54.655
0.076172,55.083
0.077148,55.101
0.078125,54.232
0.079102,55.23
0.080078,55.413
0.081055,54.48
0.082031,55.142
0.083008,55.091
0.083984,55.231
0.084961,55.653
0.085938,55.551
0.086914,54.009
0.087891,54.082
0.088867,55.722
0.089844,54.574
0.09082,53.914
0.091797,53.74
0.092773,54.343
0.09375,55.076
0.094727,55.322
0.095703,55.331
0.09668,55.306
0.097656,54.753
0.098633,53.99
0.099609,54.94
0.10059,54.304
0.10156,53.758
0.10254,55.424
0.10352,54.784
0.10449,54.818
0.10547,55.059
0.10645,54.407
0.10742,54.973
0.1084,55.083
0.10938,55.348
0.11035,54.875
0.11133,55.361
0.1123,55.006
0.11328,55.055
0.11426,54.646
0.11523,54.369
0.11621,54.794
0.11719,54.808
0.11816,54.79
0.11914,54.899
0.12012,54.673
0.12109,55.213
0.12207,54.448
0.12305,54.43
0.12402,55.314
0.125,54.205
0.12598,55.036
0.12695,54.774
0.12793,54.718
0.12891,54.264
0.12988,54.542
0.13086,54.012
0.13184,55.649
0.13281,53.413
0.13379,54.016
0.13477,54.709
0.13574,53.93
0.13672,56.109
0.1377,55.573
0.13867,54.829
0.13965,54.782
0.14062,54.366
0.1416,54.429
0.14258,54.779
0.14355,54.355
0.14453,55.492
0.14551,54.758
0.14648,56.207
0.14746,54.674
0.14844,55.726
0.14941,55.153
0.15039,54.664
0.15137,55.188
0.15234,55.486
0.15332,54.339
0.1543,55.014
0.15527,54.053
0.15625,55.874
0.15723,55.476
0.1582,55.863
0.15918,55.531
0.16016,54.506
0.16113,55.256
0.16211,53.599
0.16309,53.504
0.16406,55.746
0.16504,54.871
0.16602,54.989
0.16699,54.2
0.16797,54.113
0.16895,54.856
0.16992,54.534
0.1709,54.826
0.17188,54.798
0.17285,55.439
0.17383,54.995
0.1748,54.768
0.17578,54.344
0.17676,54.937
0.17773,55.178
0.17871,55.376
0.17969,54.522
0.18066,54.732
0.18164,55.082
0.18262,55.166
0.18359,54.771
0.18457,56.734
0.18555,55.401
0.18652,54.159
0.1875,54.763
0.18848,54.471
0.18945,54.06
0.19043,55.068
0.19141,54.366
0.19238,55.483
0.19336,53.875
0.19434,55.226
0.19531,54.293
0.19629,55.094
0.19727,54.484
0.19824,54.976
0.19922,53.549
0.2002,54.811
0.20117,55.702
0.20215,55.615
0.20312,54.597
0.2041,55.252
0.20508,54.987
0.20605,55.781
0.20703,56.052
0.20801,54.326
0.20898,55.289
0.20996,55.195
0.21094,54.8
0.21191,55.205
0.21289,53.806
0.21387,55.475
0.21484,54.843
0.21582,54.632
0.2168,54.796
0.21777,55.158
0.21875,54.337
0.21973,55.242
0.2207,54.596
0.22168,55.528
0.22266,54.956
0.22363,55.105
0.22461,55.81
0.22559,53.67
0.22656,55.001
0.22754,54.176
0.22852,53.707
0.22949,55.021
0.23047,54.635
0.23145,55.062
0.23242,55.91
0.2334,55.517
0.23438,54.82
0.23535,55.04
0.23633,53.976
0.2373,54.721
0.23828,55.406
0.23926,55.409
0.24023,55.619
0.24121,54.929
0.24219,55.271
0.24316,55.319
0.24414,55.085
0.24512,53.944
0.24609,55.099
0.24707,54.903
0.24805,54.069
0.24902,55.022
0.25,55.555
0.25098,53.831
0.25195,55.171
0.25293,54.662
0.25391,54.094
0.25488,55.367
0.25586,54.572
0.25684,55.523
0.25781,55.362
0.25879,55.196
0.25977,54.016
0.26074,54.886
0.26172,54.62
0.2627,55.71
0.26367,54.433
0.26465,54.418
0.26562,54.681
0.2666,54.714
0.26758,55.024
0.26855,54.966
0.26953,54.693
0.27051,54.965
0.27148,54.504
0.27246,54.544
0.27344,54.849
0.27441,54.602
0.27539,54.444
0.27637,54.552
0.27734,55.936
0.27832,54.259
0.2793,54.527
0.28027,55.96
0.28125,54.623
0.28223,54.442
0.2832,54.709
0.28418,54.718
0.28516,55.545
0.28613,54.254
0.28711,55.318
0.28809,55.103
0.28906,53.975
0.29004,55.1
0.29102,54.129
0.29199,54.852
0.29297,53.917
0.29395,54.916
0.29492,54.676
0.2959,54.785
0.29688,55.088
0.29785,54.403
0.29883,54.881
0.2998,55.716
0.30078,53.866
0.30176,56.006
0.30273,55.274
0.30371,55.266
0.30469,54.715
0.30566,54.427
0.30664,54.636
0.30762,55.803
0.30859,54.608
0.30957,54.704
0.31055,53.805
0.31152,54.961
0.3125,55.236
0.31348,55.433
0.31445,55.447
0.31543,55.273
0.31641,55.339
0.31738,55.252
0.31836,54.612
0.31934,55.378
0.32031,56.22
0.32129,54.499
0.32227,55.238
0.32324,55.366
0.32422,54.585
0.3252,54.535
0.32617,54.65
0.32715,54.616
0.32812,54.796
0.3291,55.088
0.33008,55.208
0.33105,54.939
0.33203,55.038
0.33301,54.704
0.33398,54.72
0.33496,55.66
0.33594,55.34
0.33691,54.659
0.33789,54.122
0.33887,54.844
0.33984,54.161
0.34082,54.283
0.3418,53.962
0.34277,54.733
0.34375,54.602
0.34473,55.4
0.3457,54.144
0.34668,55.46
0.34766,55.583
0.34863,54.546
0.34961,53.952
0.35059,54.591
0.35156,54.549
0.35254,55.412
0.35352,54.606
0.35449,54.428
0.35547,54.769
0.35645,55.08
0.35742,56.321
0.3584,55.062
0.35938,55.813
0.36035,54.822
0.36133,54.232
0.3623,55.105
0.36328,54.754
0.36426,54.875
0.36523,54.791
0.36621,55.258
0.36719,54.179
0.36816,55.566
0.36914,55.369
0.37012,54.558
0.37109,54.176
0.37207,54.511
0.37305,54.467
0.37402,55.032
0.375,54.2
0.37598,54.159
0.37695,55.28
0.37793,54.612
0.37891,55.089
0.37988,55.676
0.38086,54.504
0.38184,55.848
0.38281,54.3
0.38379,54.534
0.38477,54.079
0.38574,54.9
0.38672,54.736
0.3877,55.807
0.38867,54.884
0.38965,54.14
0.39062,54.863
0.3916,54.613
0.39258,55.445
0.39355,54.399
0.39453,54.006
0.39551,54.486
0.39648,54.345
0.39746,54.94
0.39844,54.148
0.39941,54.848
0.40039,55.498
0.40137,55.099
0.40234,55.201
0.40332,54.201
0.4043,54.617
0.40527,56.072
0.40625,53.856
0.40723,55.269
0.4082,55.039
0.40918,54.257
0.41016,55.173
0.41113,55.317
0.41211,55.136
0.41309,54.427
0.41406,55.184
0.41504,54.055
0.41602,54.215
0.41699,55.462
0.41797,54.756
0.41895,55.036
0.41992,55.902
0.4209,54.584
0.42188,53.092
0.42285,54.814
0.42383,54.622
0.4248,54.815
0.42578,54.9
0.42676,53.812
0.42773,54.799
0.42871,54.433
0.42969,54.334
0.43066,54.556
0.43164,54.963
0.43262,55.423
0.43359,55.734
0.43457,54.588
0.43555,54.636
0.43652,54.309
0.4375,55.535
0.43848,54.672
0.43945,53.799
0.44043,54.006
0.44141,54.742
0.44238,53.483
0.44336,54.192
0.44434,55.048
0.44531,53.211
0.44629,54.524
0.44727,54.873
0.44824,53.934
0.44922,54.65
0.4502,55.261
0.45117,55.546
0.45215,53.496
0.45312,55.355
0.4541,55.481
0.45508,54.603
0.45605,55.61
0.45703,54.643
0.45801,55.147
0.45898,54.923
0.45996,55.125
0.46094,54.705
0.46191,55.664
0.46289,55.137
0.46387,54.974
0.46484,54.554
0.46582,54.528
0.4668,54.897
0.46777,54.605
0.46875,55.006
0.46973,55.253
0.4707,54.443
0.47168,54.473
0.47266,54.91
0.47363,55.511
0.47461,55.985
0.47559,55.203
0.47656,54.44
0.47754,55.038
0.47852,55.594
0.47949,55.359
0.48047,55.359
0.48145,54.917
0.48242,54.998
0.4834,54.659
0.48438,55.337
0.48535,54.94
0.48633,55.013
0.4873,55.899
0.48828,56.076
0.48926,54.069
0.49023,54.276
0.49121,56.071
0.49219,54.034
0.49316,56.213
0.49414,54.357
0.49512,55.116
0.49609,53.497
0.49707,54.86
0.49805,54.451
0.49902,55.128
0.5,54.988
0.50098,54.187
0.50195,54.737
0.50293,54.137
0.50391,53.59
0.50488,55.048
0.50586,54.901
0.50684,56.095
0.50781,54.613
0.50879,54.591
0.50977,54.944
0.51074,54.924
0.51172,53.27
0.5127,55.593
0.51367,55.335
0.51465,55.779
0.51562,54.99
0.5166,55.011
0.51758,54.55
0.51855,55.353
0.51953,54.929
0.52051,55.224
0.52148,54.639
0.52246,53.495
0.52344,54.3
0.52441,54.876
0.52539,54.304
0.52637,55.254
0.52734,54.843
0.52832,55.589
0.5293,54.796
0.53027,55.188
0.53125,54.207
0.53223,55.502
0.5332,55.729
0.53418,54.735
0.53516,55.122
0.53613,54.4
0.53711,54.972
0.53809,54.57
0.53906,54.78
0.54004,54.064
0.54102,54.446
0.54199,54.359
0.54297,54.02
0.54395,55.117
0.54492,55.384
0.5459,54.371
0.54688,54.543
0.54785,53.933
0.54883,55.175
0.5498,55.126
0.55078,54.755
0.55176,54.367
0.55273,56.256
0.55371,54.577
0.55469,54.731
0.55566,54.574
0.55664,54.829
0.55762,54.653
0.55859,55.328
0.55957,54.808
0.56055,54.639
0.56152,54.528
0.5625,53.526
0.56348,54.735
0.56445,54.777
0.56543,55.006
0.56641,55.199
0.56738,55.009
0.56836,55.214
0.56934,54.953
0.57031,54.46
0.57129,54.242
0.57227,55.182
0.57324,55.149
0.57422,54.503
0.5752,55.151
0.57617,54.188
0.57715,54.182
0.57812,54.566
0.5791,55.983
0.58008,54.504
0.58105,53.594
0.58203,54.916
0.58301,54.815
0.58398,55.238
0.58496,54.914
0.58594,53.835
0.58691,54.601
0.58789,55.227
0.58887,54.686
0.58984,55.54
0.59082,55.637
0.5918,54.417
0.59277,54.431
0.59375,54.8
0.59473,54.808
0.5957,54.963
0.59668,54.136
0.59766,55.179
0.59863,54.57
0.59961,54.253
0.60059,55.563
0.60156,53.988
0.60254,54.026
0.60352,55.248
0.60449,54.623
0.60547,55.571
0.60645,55.719
0.60742,55.244
0.6084,55.222
0.60938,54.993
0.61035,53.975
0.61133,55.339
0.6123,55.14
0.61328,55.114
0.61426,54.601
0.61523,55.887
0.61621,54.663
0.61719,54.554
0.61816,54.776
0.61914,53.502
0.62012,54.391
0.62109,55.143
0.62207,53.946
0.62305,55.14
0.62402,54.113
0.625,54.072
0.62598,54.133
0.62695,55.311
0.62793,53.873
0.62891,55.067
0.62988,54.697
0.63086,54.437
0.63184,56.52
0.63281,55.523
0.63379,55.198
0.63477,53.431
0.63574,55.168
0.63672,55.076
0.6377,53.756
0.63867,55.697
0.63965,54.169
0.64062,54.511
0.6416,54.064
0.64258,55.689
0.64355,54.427
0.64453,54.885
0.64551,55.451
0.64648,54.819
0.64746,55.833
0.64844,53.583
0.64941,54.679
0.65039,55.116
0.65137,54.757
0.65234,55.456
0.65332,55.371
0.6543,54.313
0.65527,54.892
0.65625,54.44
0.65723,55.527
0.6582,55.359
0.65918,53.844
0.66016,56.145
0.66113,54.275
0.66211,55.507
0.66309,54.545
0.66406,55.843
0.66504,55.489
0.66602,54.412
0.66699,54.242
0.66797,55.518
0.66895,54.713
0.66992,54.68
0.6709,55.969
0.67188,55.701
0.67285,54.741
0.67383,55.646
0.6748,53.853
0.67578,54.963
0.67676,55.058
0.67773,54.703
0.67871,54.479
0.67969,56.017
0.68066,55.023
0.68164,55.584
0.68262,54.667
0.68359,54.075
0.68457,53.979
0.68555,54.744
0.68652,56.073
0.6875,55.328
0.68848,53.931
0.68945,53.874
0.69043,55.639
0.69141,54.739
0.69238,55.443
0.69336,54.551
0.69434,54.8
0.69531,54.369
0.69629,55.069
0.69727,55.142
0.69824,55.027
0.69922,54.571
0.7002,54.838
0.70117,55.646
0.70215,56.31
0.70312,55.104
0.7041,54.488
0.70508,55.053
0.70605,56.114
0.70703,54.706
0.70801,53.966
0.70898,54.727
0.70996,53.938
0.71094,55.508
0.71191,55.16
0.71289,54.456
0.71387,54.297
0.71484,54.583
0.71582,55.542
0.7168,55.94
0.71777,54.879
0.71875,54.572
0.71973,55.42
0.7207,55.474
0.72168,54.999
0.72266,54.64
0.72363,53.524
0.72461,54.46
0.72559,55.087
0.72656,55.77
0.72754,55.154
0.72852,55.372
0.72949,54.796
0.73047,54.247
0.73145,53.681
0.73242,54.413
0.7334,54.617
0.73438,55.088
0.73535,55.828
0.73633,55.273
0.7373,55.016
0.73828,54.359
0.73926,54.265
0.74023,54.863
0.74121,54.529
0.74219,54.76
0.74316,55.034
0.74414,54.982
0.74512,54.565
0.74609,54.403
0.74707,54.192
0.74805,54.036
0.74902,55.183
0.75,55.154
0.75098,55.208
0.75195,55.356
0.75293,54.064
0.75391,54.299
0.75488,55.02
0.75586,55.102
0.75684,54.536
0.75781,55.724
0.75879,54.915
0.75977,53.597
0.76074,54.951
0.76172,55.116
0.7627,54.213
0.76367,55.901
0.76465,56.025
0.76562,56.504
0.7666,54.991
0.76758,54.917
0.76855,55.234
0.76953,54.748
0.77051,54.372
0.77148,54.267
0.77246,55.08
0.77344,55.531
0.77441,54.331
0.77539,55.296
0.77637,55.817
0.77734,54.345
0.77832,54.303
0.7793,54.652
0.78027,55.329
0.78125,54.985
0.78223,56.175
0.7832,54.434
0.78418,55.206
0.78516,54.554
0.78613,53.833
0.78711,55.28
0.78809,54.328
0.78906,54.8
0.79004,54.466
0.79102,54.59
0.79199,55.692
0.79297,54.861
0.79395,53.96
0.79492,54.303
0.7959,55.037
0.79688,54.962
0.79785,54.73
0.79883,54.701
0.7998,55.247
0.80078,53.781
0.80176,54.885
0.80273,54.501
0.80371,54.116
0.80469,55.554
0.80566,54.836
0.80664,55.171
0.80762,55.271
0.80859,55.028
0.80957,54.656
0.81055,55.108
0.81152,55.468
0.8125,55.323
0.81348,54.258
0.81445,54.822
0.81543,55.258
0.81641,54.359
0.81738,55.385
0.81836,54.033
0.81934,55.638
0.82031,54.697
0.82129,55.094
0.82227,55.201
0.82324,55.032
0.82422,55.441
0.8252,55.897
0.82617,55.755
0.82715,54.831
0.82812,53.877
0.8291,55.22
